1zgFwFGIlZWcrAeDwtVTEuEFk91Jwu9-x	build.gradle.kts	3996	application/octet-stream	#HORIZONS-Master/HORIZONS-APK/build.gradle.kts
1IWjFfwDbvAahU-mKVeLvHLIvs9RS94H0	Technical Specification: The Four Rooms & Seven-Tile Modular Architecture.docx	12246	application/vnd.openxmlformats-officedocument.wordprocessingml.document	#HORIZONS-Master/Horizons Ui defined/Technical Specification: The Four Rooms & Seven-Tile Modular Architecture.docx
1ZYJN20_S8pQsgtwtZFWJBhj_jXZjcrQm	GENIEX-DAEMON-PLAN.md	10441	text/markdown	#HORIZONS-Master/Horizons Ui defined/GENIEX-DAEMON-PLAN.md
1on6E4UuDC29KLq8ndOCmbZ6a5CxKLOhV	brainstorming and conceptualization master document. Copy of 2026-07-18.md	56761	text/markdown	#HORIZONS-Master/Horizons Ui defined/brainstorming and conceptualization master document. Copy of 2026-07-18.md
1ywWLqgOmraRDoWJEkOZ1EbShW4wsk1GNcrPgLXa7gB8	Horizons Build 	5862	application/vnd.google-apps.document	#HORIZONS-Master/Horizons Ui defined/Horizons Build 
15nLgAIPRy3-H7ixDhgyDpuz6hzkoUNsh	I have created.txt	4259	text/plain	#HORIZONS-Master/Horizons Ui defined/I have created.txt
1AegSp0E9QRVD13pL4xalSISHmJkCaX_gy8CGUKRl1P0	The Horizons Workflow: From Storage to Switch	5862	application/vnd.google-apps.document	#HORIZONS-Master/Horizons Ui defined/The Horizons Workflow: From Storage to Switch
1cXFrRaJ3HDowBaSlBZZdrQ8NG1BDYZGst_LkYVgF-rU	The Horizons Workbench: A Guide to Your Modular Intelligence Engine	6041	application/vnd.google-apps.document	#HORIZONS-Master/Horizons Ui defined/The Horizons Workbench: A Guide to Your Modular Intelligence Engine
1G-Ptn_jmewNlQ4z0dmwyH0xWHBw819ae	Horizons.txt	8138	text/plain	#HORIZONS-Master/Horizons Ui defined/Horizons.txt
13i7F2UyAhPOy3yEW4nMuSuNSjXByJrbcBe-GlcfW2RA	The Horizons Workbench: A Guide to Your Modular Intelligence Engine	6050	application/vnd.google-apps.document	#HORIZONS-Master/Horizons UI build [copies]/The Horizons Workbench: A Guide to Your Modular Intelligence Engine
1a1JCto0Hq_A5QpCADWcR8jxsu_agarXa2i2MdLUfCfI	The Horizons Workbench: A Guide to Your Modular Intelligence Engine	6098	application/vnd.google-apps.document	#HORIZONS-Master/Horizons UI build [copies]/The Horizons Workbench: A Guide to Your Modular Intelligence Engine
1v4VvdF7-BUxf2DKXGer1jxNehVDWUL-qUrzzByfXbjM	The Horizons Workbench: A Guide to Your Modular Intelligence Engine	6041	application/vnd.google-apps.document	#HORIZONS-Master/Horizons UI build [copies]/The Horizons Workbench: A Guide to Your Modular Intelligence Engine
1hZ5nhbrn8nRmBZh94r7rqbI2cjW8Y1Cy	2026-07-17.md	106219	text/markdown	#HORIZONS-Master/Horizons UI build [copies]/2026-07-17.md
1eO2Q_rm4wy4CZKnrr79H8N8OEQhqCajp	2026-07-18.md	56761	text/markdown	#HORIZONS-Master/Horizons UI build [copies]/2026-07-18.md
1_IEbI03Tx-v4LZ7E-0zZ4hTHRU048XCg	2026-07-17.md	18265	text/markdown	#HORIZONS-Master/Horizons UI build [copies]/2026-07-17.md
1sVXaVL4AqjfzPJBJ_IC9CabM7R6i3LJgNBGn0gD95X4	Copy of The Horizons Workbench: A Guide to Your Modular Intelligence Engine	6050	application/vnd.google-apps.document	#HORIZONS-Master/Horizons UI build [copies]/Copy of The Horizons Workbench: A Guide to Your Modular Intelligence Engine
1jYWBisKN6xV-aobFe8lH0_Eel2rpDifqzcqTETYeNzQ	Copy of The Horizons Workbench: A Guide to Your Modular Intelligence Engine	6050	application/vnd.google-apps.document	#HORIZONS-Master/Horizons UI build [copies]/Copy of The Horizons Workbench: A Guide to Your Modular Intelligence Engine
